address,comuna,surface_m2,distance_to_metro,price_uf
"Avenida Manuel Montt 608, Ñuñoa",Ñuñoa,74,538,22.91
"Blanca Díaz 8920, San Miguel",San Miguel,41,72,12.14
"Calle Los Abedules 799, Lo Barnechea",Lo Barnechea,69,718,25.71
"Luisa Vera 94, San Miguel",San Miguel,51,1137,6.25
"Iris Valdivia 971, San Miguel",San Miguel,45,169,14.06
"Calle Las Mosquetas 469, La Florida",La Florida,64,671,7.28
"Calle Juan González 449, La Florida",La Florida,46,1346,12.44
"Av. Luis Olguín 53, San Miguel",San Miguel,101,1169,21.77
"Avda. Patricio Poblete 1, Ñuñoa",Ñuñoa,25,1299,8.97
"Ramón Carnicer 8, Providencia",Providencia,36,1691,14.86
"Calle Luis Baeza 1, Lo Barnechea",Lo Barnechea,42,2220,13.84
"Los Abedules 94, Las Condes",Las Condes,53,416,21.86
"Calle Daniela Cifuentes 953, Ñuñoa",Ñuñoa,74,672,24.31
"Avenida Gabriel González 14, Providencia",Providencia,44,1251,8.3
"Los Copihues 31, Estación Central",Estación Central,25,955,5.24
"Cristina Jara 626, San Miguel",San Miguel,62,4326,12.61
"Jonathan Alarcón 7869, Ñuñoa",Ñuñoa,60,11,21.78
"Gabriela Mistral 8308, San Miguel",San Miguel,20,350,12.07
"Mackenna 42, Las Condes",Las Condes,44,263,16.82
"Felipe Núñez 51, San Miguel",San Miguel,23,243,7.89
"Avda. Paula Sepúlveda 548, Santiago",Santiago,34,201,6.81
"Av. Los Alerces 9300, San Miguel",San Miguel,31,987,12.56
"Barros Luco 26, San Miguel",San Miguel,61,70,16.52
"Calle Los Copihues 231, Estación Central",Estación Central,46,1082,8.04
"Av. Isidora Badilla 20, Maipú",Maipú,26,945,6.58
"Patricio Lynch 541, Santiago",Santiago,63,231,18.23
"María Urrutia 4628, San Miguel",San Miguel,25,233,10.71
"Pabla Cuevas 405, Santiago",Santiago,51,792,19.32
"Calle Los Tilos 794, Providencia",Providencia,32,1148,13.92
"Calle Paolo Briceño 36, Ñuñoa",Ñuñoa,38,1673,11.34
"Claudia González 87, Vitacura",Vitacura,54,1529,20.86
"Aníbal Pinto Garmendia 591, San Miguel",San Miguel,55,2679,10.81
"Calle Los Aromos 413, San Miguel",San Miguel,76,696,13.17
"Calle María López 35, Providencia",Providencia,43,1914,15.38
"Calle Digna Rodríguez 117, Estación Central",Estación Central,50,1322,11.41
"Av. Manuela Martínez 7920, Maipú",Maipú,37,1800,5.95
"Calle Manuel José Irarrázaval 35, Macul",Macul,48,9,13.54
"Los Tilos 256, San Miguel",San Miguel,53,2702,15.24
"Calle María Chávez 3490, Maipú",Maipú,42,513,6.28
"Verónica Morales 280, Las Condes",Las Condes,21,1280,5.32
"Bilbao 4, La Florida",La Florida,51,108,10.9
"Los Encinos 816, Las Condes",Las Condes,51,403,17.27
"Luis Morales 378, La Florida",La Florida,34,253,11.25
"Calle Rolando Villarroel 99, Providencia",Providencia,26,275,12.25
"Calle Jorge Maldonado 3, Maipú",Maipú,80,105,16.61
"Sonia Araneda 497, Maipú",Maipú,54,1310,13.1
"Eliodoro Yáñez 38, Las Condes",Las Condes,40,7,18.69
"Esteban Cortés 1397, San Miguel",San Miguel,28,299,11.95
"Las Mosquetas 78, Estación Central",Estación Central,32,153,13.65
"Santa Rosa 806, San Miguel",San Miguel,75,711,15.59
"Pasaje Jacqueline Ibáñez 60, Maipú",Maipú,47,234,13.51
"Calle Esmeralda 422, San Miguel",San Miguel,35,239,10.9
"Manuel Rodríguez 6650, Ñuñoa",Ñuñoa,54,536,20.17
"Rómulo Bello 369, Providencia",Providencia,32,846,9.26
"Calle Diego Barros Arana 3, Providencia",Providencia,81,103,25.54
"Las Rosas 1, La Florida",La Florida,76,154,16.21
"Cristóbal Caro 9699, Ñuñoa",Ñuñoa,37,227,12.78
"Avda. Las Mosquetas 6220, San Miguel",San Miguel,34,2912,6.87
"Psje. Caupolicán 5869, San Miguel",San Miguel,20,404,7.67
"Aliro Calderón 9959, San Miguel",San Miguel,24,731,9.82
"César Pacheco 8788, Maipú",Maipú,26,221,7.78
"Avenida Los Aromos 923, Estación Central",Estación Central,47,539,8.21
"Manuel Montt 182, San Miguel",San Miguel,39,61,12.6
"Silvia Molina 8917, La Florida",La Florida,26,28,8.86
"Nancy Molina 9996, La Florida",La Florida,39,505,7.7
"Las Manzanillas 62, San Miguel",San Miguel,54,406,9.96
"Raúl Medina 68, Estación Central",Estación Central,55,117,13.54
"José Cuevas 135, Providencia",Providencia,20,930,8.28
"Av. Las Maravillas 75, Las Condes",Las Condes,42,3958,18.19
"Ramón Carnicer 190, Maipú",Maipú,25,402,5.0
"Calle Paula Jaraquemada 65, San Miguel",San Miguel,64,783,13.36
"Calle Los Girasoles 496, La Florida",La Florida,61,2636,15.84
"Calle Cristopher Álvarez 528, Maipú",Maipú,31,1424,5.0
"Eliodoro Yáñez 691, Las Condes",Las Condes,32,498,14.51
"Colo Colo 6528, Maipú",Maipú,37,1069,5.05
"Los Abedules 75, San Miguel",San Miguel,20,109,6.46
"Psje. Carlos Barros 6358, San Miguel",San Miguel,51,574,16.83
"Calle Padre Alberto Hurtado 665, Santiago",Santiago,40,261,12.77
"Psje. Los Aromos 1685, Maipú",Maipú,65,140,15.12
"Verónica Ruiz 143, Vitacura",Vitacura,28,444,11.4
"Calle Evelyn Martinez 29, San Miguel",San Miguel,34,112,13.08
"Pasaje Barros Luco 4385, Santiago",Santiago,24,960,10.47
"Avda. Los Piñones 73, Macul",Macul,29,487,12.34
"Calle Los Robles 455, Santiago",Santiago,27,605,10.45
"Calle Barros Arana 836, Las Condes",Las Condes,66,126,24.27
"Juan Roa 150, Providencia",Providencia,33,120,16.86
"Carmen Arce 214, Ñuñoa",Ñuñoa,46,700,17.21
"Avda. Esmeralda 981, La Florida",La Florida,38,3360,5.0
"Las Azucenas 5270, Providencia",Providencia,26,80,11.65
"Esmeralda 98, Providencia",Providencia,41,269,19.6
"Gabriela Mistral 95, Estación Central",Estación Central,56,1628,12.24
"Manuel Bulnes 9, Vitacura",Vitacura,27,60,13.63
"Manuel Montt 6227, Estación Central",Estación Central,61,1669,12.71
"Miguel Abarca 785, Santiago",Santiago,31,594,9.76
"Lautaro 9942, La Florida",La Florida,36,419,11.82
"Calle Marco Contreras 3650, Providencia",Providencia,55,296,19.58
"Av. Arturo Prat 45, Vitacura",Vitacura,34,282,19.83
"Lidia Reyes 3, Macul",Macul,45,291,15.05
"Avda. José Miguel Carrera 1557, La Florida",La Florida,39,1728,7.52
"Manuel Ulloa 521, Macul",Macul,47,1029,11.5
"Calle Los Girasoles 866, Las Condes",Las Condes,20,886,9.04
"Calle Amaro Cavieres 7774, La Florida",La Florida,21,1282,10.16
"Avda. Luis Marchant 3, La Florida",La Florida,57,237,13.52
"Manuel Rodríguez 91, Santiago",Santiago,67,769,13.32
"Av. Camila Navarrete 42, La Florida",La Florida,31,493,7.08
"Calle Ramón Barros Luco 50, La Florida",La Florida,40,1220,9.26
"María Vera 7183, Santiago",Santiago,50,295,15.86
"Calle Los Encinos 67, Las Condes",Las Condes,58,824,18.83
"Calle Lautaro 317, San Miguel",San Miguel,20,1711,10.88
"Av. Mario García 95, Las Condes",Las Condes,31,411,15.86
"Calle Los Calafates 3905, San Miguel",San Miguel,39,55,14.7
"María Mamani 77, San Miguel",San Miguel,59,580,14.06
"Víctor Rodríguez 8271, Las Condes",Las Condes,121,339,42.42
"Calle Alonso Ramírez 33, Ñuñoa",Ñuñoa,40,892,13.38
"Calle Esmeralda 499, Las Condes",Las Condes,25,2413,13.57
"Colo Colo 25, La Florida",La Florida,52,531,11.89
"Calle Las Azucenas 4255, Maipú",Maipú,75,502,16.41
"Jimena Ortega 2446, Las Condes",Las Condes,46,850,17.44
"Las Mandarinas 373, Estación Central",Estación Central,31,87,10.74
"José de San Martín 69, San Miguel",San Miguel,65,233,14.63
"Av. Las Lilas 27, Providencia",Providencia,58,2010,22.48
"Av. Tomás Bastías 302, Las Condes",Las Condes,29,886,11.28
"Los Piñones 8539, San Miguel",San Miguel,52,10,15.41
"Edgar Jorquera 9529, La Florida",La Florida,66,183,14.7
"Víctor Sepúlveda 31, Macul",Macul,71,918,14.8
"Gabriela Mistral 90, Las Condes",Las Condes,43,1156,19.02
"Calle Samantha Vargas 997, Las Condes",Las Condes,38,1465,14.64
"Oscar Donoso 6358, San Miguel",San Miguel,73,276,21.26
"Calle Martín Baez 40, Providencia",Providencia,27,2139,8.65
"Calle Manuel Rodríguez 61, Providencia",Providencia,53,644,19.89
"Calle Juan Mackenna 2, Providencia",Providencia,25,954,9.12
"Avda. Caupolicán 2950, La Florida",La Florida,68,726,14.9
"Calle Los Naranjos 183, Maipú",Maipú,40,104,11.53
"Estefanía Ferrada 471, San Miguel",San Miguel,74,2639,14.65
"Anahí Cornejo 3602, Maipú",Maipú,54,104,16.5
"Calle O'Higgins 220, Ñuñoa",Ñuñoa,27,235,10.93
"Jennifer Catalán 3661, San Miguel",San Miguel,79,1344,18.02
"Calle Andrés Muñoz 4587, Providencia",Providencia,83,771,25.68
"Pasaje Jeannette Castillo 6366, Santiago",Santiago,63,1456,14.36
"Calle Ignacia Aguilera 94, Estación Central",Estación Central,32,580,5.07
"Calle José de San Martín 7408, Santiago",Santiago,39,378,9.98
"Luis Núñez 5522, Ñuñoa",Ñuñoa,47,2039,14.26
"Camilo Henríquez 49, Santiago",Santiago,33,29,17.35
"Los Copihues 4610, Las Condes",Las Condes,87,1551,30.31
"Marisol Silva 270, Maipú",Maipú,47,209,15.95
"Psje. Rosa Vásquez 658, San Miguel",San Miguel,20,1510,6.94
"Rodrigo Tapia 13, San Miguel",San Miguel,51,119,14.05
"Psje. Las Mandarinas 30, San Miguel",San Miguel,38,694,14.32
"Los Laureles 359, Santiago",Santiago,43,1752,11.36
"Los Palmitos 340, Las Condes",Las Condes,38,513,15.25
"Valeria Parra 71, Santiago",Santiago,61,1098,15.23
"Pedro Montt 522, Providencia",Providencia,69,1306,22.25
"Gonzalo Aburto 4420, Macul",Macul,50,1066,6.94
"Calle Los Laureles 8956, La Florida",La Florida,39,2075,10.55
"Guadalupe Delgado 249, La Florida",La Florida,43,473,13.47
"Los Aromos 555, San Miguel",San Miguel,45,152,18.35
"Diego Barros Arana 8124, San Miguel",San Miguel,32,39,13.56
"Alonso de Ercilla 2018, Las Condes",Las Condes,56,226,22.81
"Calle Lautaro 96, La Florida",La Florida,53,123,16.05
"Calle Paula Solís 1268, Providencia",Providencia,82,653,29.69
"José Soto 85, San Miguel",San Miguel,73,163,22.53
"Calle Alonso de Ribera 1, Providencia",Providencia,33,31,16.78
"Los Piñones 2067, Las Condes",Las Condes,62,29,26.36
"Calle Emma Carrasco 5, Santiago",Santiago,30,1424,6.37
"Los Copihues 8, Las Condes",Las Condes,59,716,24.01
"Calle Los Calafates 7300, Macul",Macul,36,354,7.26
"Calle Christopher Concha 569, Ñuñoa",Ñuñoa,29,1797,12.21
"Los Cactus 4805, Vitacura",Vitacura,49,58,26.03
"Avenida Carolina Meneses 74, San Miguel",San Miguel,20,3142,7.19
"Manuel José Irarrázaval 4918, Vitacura",Vitacura,22,766,13.26
"Avenida Mario Muñoz 7, Providencia",Providencia,41,162,21.84
"Manuel José Irarrázaval 2590, Macul",Macul,46,909,13.63
"Calle Pedro Montt 114, Las Condes",Las Condes,38,1153,14.2
"Avda. Manuel Rodríguez 5819, La Florida",La Florida,23,448,6.34
"María Valenzuela 2, Vitacura",Vitacura,32,1582,12.98
"Lautaro 1998, Providencia",Providencia,52,130,22.7
"Marcela Palacios 96, Macul",Macul,56,261,12.46
"Las Margaritas 8137, Ñuñoa",Ñuñoa,44,78,20.46
"Av. Los Carrera 4612, Las Condes",Las Condes,71,189,31.46
"Los Robles 8, Ñuñoa",Ñuñoa,52,218,16.46
"Las Lilas 7325, Providencia",Providencia,33,1997,11.98
"Calle Alonso Moreno 249, La Florida",La Florida,39,65,12.4
"Natalia González 34, Ñuñoa",Ñuñoa,25,446,13.38
"Salvador Allende Gossens 8708, La Florida",La Florida,42,608,14.23
"Leandro Rodríguez 520, Maipú",Maipú,69,1831,7.73
"Av. Paula Jaraquemada 9998, San Miguel",San Miguel,58,4858,11.12
"Natalia Morales 9708, Maipú",Maipú,78,1119,13.11
"Yanira Machuca 718, Ñuñoa",Ñuñoa,39,2826,8.76
"Calle Los Higos 9175, Estación Central",Estación Central,76,1237,11.95
"Franco Reyes 9, Las Condes",Las Condes,41,2641,16.82
"Los Aromos 5200, Santiago",Santiago,80,982,16.93
"José Godoy 412, San Miguel",San Miguel,44,66,10.42
"Pedro de Valdivia 3611, Ñuñoa",Ñuñoa,59,411,26.64
"Paulo Moya 729, Santiago",Santiago,80,832,18.52
"Israel Sepúlveda 86, Macul",Macul,41,345,12.3
"Calle Las Rosas 7141, Vitacura",Vitacura,48,255,20.09
"Calle Casanova 33, Lo Barnechea",Lo Barnechea,74,689,27.63
"Los Robles 488, Macul",Macul,42,2168,9.35
"Caupolicán 779, Santiago",Santiago,26,28,6.84
"Calle José Cerda 749, Estación Central",Estación Central,105,1173,14.62
"Paula Jaraquemada 79, La Florida",La Florida,37,1026,10.7
"Calle Los Aromos 9702, Estación Central",Estación Central,47,2658,13.19
"Arturo Prat 7593, Macul",Macul,70,2135,15.46
"Calle Los Higos 9934, Providencia",Providencia,35,1149,16.38
"Paula Jaraquemada 562, Las Condes",Las Condes,29,587,13.57
"Manuel Baquedano 9, La Florida",La Florida,49,182,12.73
"Las Hortensias 260, Santiago",Santiago,21,630,10.36
"Calle Domingo Santa María 335, Vitacura",Vitacura,39,1159,21.95
"Avda. Ana Castillo 60, Ñuñoa",Ñuñoa,49,1808,18.31
"Camino José Castro 616, Estación Central",Estación Central,40,1247,5.45
"Pasaje Gabriela Mistral 5, San Miguel",San Miguel,24,173,9.87
"Los Higos 6916, San Miguel",San Miguel,84,732,18.91
"Av. Caupolicán 2966, San Miguel",San Miguel,46,322,12.32
"Las Araucarias 91, Providencia",Providencia,79,7,31.01
"Avda. Cristóbal Velásquez 908, Ñuñoa",Ñuñoa,40,178,18.08
"Av. Los Aromos 214, Ñuñoa",Ñuñoa,31,96,16.98
"Los Naranjos 613, Las Condes",Las Condes,49,1479,22.93
"Patricia Campos 748, La Florida",La Florida,41,239,10.59
"Erika Durán 79, San Miguel",San Miguel,27,268,6.59
"Ximena Herrera 294, La Florida",La Florida,80,2573,15.07
"Gabriela Mistral 2501, Maipú",Maipú,34,381,13.87
"Claudia Arriagada 7753, Providencia",Providencia,21,7,12.6
"Calle Arturo Prat 9039, Santiago",Santiago,76,267,20.51
"Alexander Castillo 9621, San Miguel",San Miguel,36,101,14.35
"Valentina Miranda 1700, Maipú",Maipú,35,86,11.5
"Romina Velásquez 94, Providencia",Providencia,22,64,13.5
"Francisca Muñoz 56, Santiago",Santiago,89,719,17.37
"Marco Garrido 556, Santiago",Santiago,26,167,5.0
"Calle Ernesto Herrera 857, Providencia",Providencia,45,358,15.32
"Los Aromos 4745, Las Condes",Las Condes,64,1584,22.16
"Avda. Sylvia Muñoz 7546, Santiago",Santiago,52,441,16.49
"Av. Jorge Olivares 20, Macul",Macul,43,1978,9.76
"Freire 153, Ñuñoa",Ñuñoa,22,551,8.84
"Avenida Caupolicán 3212, Santiago",Santiago,32,407,8.04
"Calle Las Araucarias 86, Ñuñoa",Ñuñoa,48,1110,17.03
"Los Robles 259, Macul",Macul,32,60,15.69
"Alonso de Ribera 6411, Lo Barnechea",Lo Barnechea,48,74,24.81
"Cristopher Valenzuela 16, Maipú",Maipú,58,844,12.87
"Avda. Los Copihues 7798, Providencia",Providencia,65,533,19.42
"Las Manzanillas 482, Ñuñoa",Ñuñoa,27,1250,9.32
"Calle Barros Luco 804, Las Condes",Las Condes,107,1984,40.68
"Camino Eduardo Vargas 2612, Las Condes",Las Condes,60,393,26.66
"Calle Mauricio Araya 67, San Miguel",San Miguel,44,725,7.59
"Calle Hilda Barraza 18, Providencia",Providencia,69,555,24.02
"Las Azucenas 525, La Florida",La Florida,115,3196,20.17
"Carlos Silva 638, Vitacura",Vitacura,25,1422,11.16
"Calle Las Araucarias 5, Ñuñoa",Ñuñoa,40,1941,7.06
"Calle Los Copihues 6547, Ñuñoa",Ñuñoa,20,234,11.13
"Av. Joel Díaz 5327, Vitacura",Vitacura,48,1184,18.67
"Marco Mansilla 2, Las Condes",Las Condes,51,246,19.86
"Los Lirios 46, San Miguel",San Miguel,44,187,12.46
"Avenida Fabiola Ávila 9203, San Miguel",San Miguel,34,2309,8.01
"Héctor Hernández 9750, San Miguel",San Miguel,20,15,10.7
"Av. Arturo Prat 13, San Miguel",San Miguel,51,2690,8.9
"Calle Las Margaritas 6693, San Miguel",San Miguel,80,129,19.32
"Oscar Morales 435, Vitacura",Vitacura,35,1369,11.91
"Calle Las Mosquetas 91, San Miguel",San Miguel,53,258,15.25
"Avda. Matta 248, Estación Central",Estación Central,23,345,5.0
"Juan Mackenna 5454, San Miguel",San Miguel,53,195,14.1
"Aníbal Pinto Garmendia 25, Santiago",Santiago,38,704,12.83
"Las Hortensias 278, Ñuñoa",Ñuñoa,32,342,10.59
"Avenida Caupolicán 45, La Florida",La Florida,32,856,10.0
"Rosa Alvarado 9, La Florida",La Florida,38,12,15.65
"Av. Las Mandarinas 799, San Miguel",San Miguel,52,53,7.5
"Luz Carrillo 19, Estación Central",Estación Central,26,83,9.21
"Camino Los Pinos 227, Las Condes",Las Condes,38,434,9.92
"Av. Las Maravillas 2630, Vitacura",Vitacura,43,1349,18.59
"Lorena Pineda 52, La Florida",La Florida,28,1752,6.71
"Pasaje Emiliano Calderón 428, La Florida",La Florida,91,224,12.79
"Calle Ana Esparza 9, Las Condes",Las Condes,31,683,19.15
"Los Cactus 429, Providencia",Providencia,34,1170,14.03
"Calle Jaime Rojas 332, Vitacura",Vitacura,30,272,14.86
"Calle Bernardo O'Higgins 2200, Providencia",Providencia,91,420,34.4
"Sergio Alarcón 9089, La Florida",La Florida,55,593,7.71
"Las Manzanillas 208, San Miguel",San Miguel,30,115,8.41
"Calle Los Calafates 14, Ñuñoa",Ñuñoa,69,21,18.57
"Av. Sandra Cortés 1198, Ñuñoa",Ñuñoa,48,132,22.77
"Los Naranjos 482, Vitacura",Vitacura,49,788,22.34
"Manuel Rodríguez 69, Providencia",Providencia,38,61,19.64
"Calle Diego Portales 162, Santiago",Santiago,33,168,12.38
"Lautaro 8596, Estación Central",Estación Central,51,329,12.99
"Calle Casanova 566, La Florida",La Florida,35,64,11.96
"Calle Picarte 24, Vitacura",Vitacura,92,170,38.09
"Avda. Eliodoro Yáñez 2785, Maipú",Maipú,26,1937,6.14
"Ramón Carnicer 17, La Florida",La Florida,82,15,17.8
"Marco Bravo 736, La Florida",La Florida,42,847,9.61
"Manuel Paredes 799, San Miguel",San Miguel,50,388,14.06
"Calle Vicente González 9688, Ñuñoa",Ñuñoa,62,893,19.31
"Rosa Carvajal 279, Ñuñoa",Ñuñoa,34,710,8.94
"Arturo Prat 36, Las Condes",Las Condes,63,202,22.31
"Los Aromos 4760, Providencia",Providencia,20,1502,11.81
"Calle Juan Garrido 85, Providencia",Providencia,33,541,13.35
"Raúl Avendaño 9041, San Miguel",San Miguel,30,1383,9.66
"Avda. Los Copihues 821, Macul",Macul,27,416,6.63
"Gabriela Mistral 8177, San Miguel",San Miguel,41,3343,5.57
"Avda. Las Maravillas 57, Las Condes",Las Condes,52,1177,17.78
"Ramón Barros Luco 91, Estación Central",Estación Central,59,2703,9.44
"Luis Soto 36, Maipú",Maipú,49,577,8.98
"Francisco Bilbao 9975, La Florida",La Florida,34,513,12.5
"María Rojas 64, Estación Central",Estación Central,51,1126,10.23
"Pasaje Los Helechos 55, San Miguel",San Miguel,46,1698,15.31
"Los Aromos 75, Estación Central",Estación Central,65,2662,11.86
"Luis Hermosilla 1570, Las Condes",Las Condes,60,313,18.16
"Calle Gabriela Mistral 75, Ñuñoa",Ñuñoa,45,1282,17.12
"Psje. Los Lirios 3247, Providencia",Providencia,31,189,11.26
"Carlos Bustamante 2400, Lo Barnechea",Lo Barnechea,34,630,16.09
"Los Girasoles 382, Las Condes",Las Condes,35,158,15.62
"Avda. Los Palmitos 9616, Santiago",Santiago,39,341,17.14
"Arturo Prat 2580, La Florida",La Florida,49,2143,13.28
"Calle Alonso de Ercilla 21, San Miguel",San Miguel,59,126,14.47
"Esmeralda 8053, Las Condes",Las Condes,43,800,17.39
"Av. Esmeralda 6716, La Florida",La Florida,44,719,10.87
"Calle Los Aromos 91, Santiago",Santiago,47,102,16.8
"Denisse Toro 9432, Ñuñoa",Ñuñoa,36,315,14.39
"Los Digitales 793, Santiago",Santiago,30,662,6.62
"Esmeralda 2716, Providencia",Providencia,22,165,10.88
"Nataly Moreno 9734, Ñuñoa",Ñuñoa,33,1290,11.58
"Calle Antonio Varas 9025, Maipú",Maipú,54,2864,12.54
"Gloria Salgado 8435, Providencia",Providencia,33,193,16.64
"Calle Las Malvas 1268, San Miguel",San Miguel,40,165,10.88
"Bilbao 9673, Maipú",Maipú,53,485,13.09
"Camino Paulette Bahamondes 48, Macul",Macul,55,1101,11.76
"Matías Torres 56, Las Condes",Las Condes,29,264,17.35
"Camilo Henríquez 5077, Las Condes",Las Condes,66,16,34.43
"Calle Los Aromos 3156, Vitacura",Vitacura,70,623,27.67
"Calle Myriam González 1551, Santiago",Santiago,28,2509,9.24
"Las Margaritas 209, San Miguel",San Miguel,32,397,8.42
"Calle María Rodríguez 26, Las Condes",Las Condes,71,435,26.73
"Lourdes González 1476, Estación Central",Estación Central,42,2776,7.67
"Calle José Barrientos 535, San Miguel",San Miguel,20,948,6.49
"Avenida Alonso de Ercilla 627, Providencia",Providencia,25,1016,17.14
"Antonia Lucero 6601, San Miguel",San Miguel,40,661,10.12
"Calle Barros Arana 5, Santiago",Santiago,28,2938,8.58
"Las Margaritas 15, Las Condes",Las Condes,37,934,10.87
"Los Robles 4717, Providencia",Providencia,45,1803,16.98
"Calle David Collao 69, La Florida",La Florida,80,961,18.11
"Pasaje Caupolicán 10, San Miguel",San Miguel,39,1062,8.73
"José de San Martín 1, San Miguel",San Miguel,68,274,10.66
"Avenida Blanca González 1036, San Miguel",San Miguel,79,289,18.64
"Marco Ossandón 2184, Vitacura",Vitacura,79,1222,30.57
"Camino Isidora Durán 68, Lo Barnechea",Lo Barnechea,50,281,23.15
"Lautaro 3595, San Miguel",San Miguel,20,661,12.51
"Calle Arturo Prat 1799, Providencia",Providencia,53,229,20.01
"Calle Gabriela Mistral 18, Vitacura",Vitacura,67,1358,24.41
"Calle Manuel Montt 5378, La Florida",La Florida,43,93,9.79
"Avda. Ezequiel Ponce 644, Estación Central",Estación Central,89,1414,15.32
"Calle Andrea Navarro 62, La Florida",La Florida,63,738,14.27
"Arturo Prat 8501, Maipú",Maipú,56,165,11.99
"Camino Elizabeth López 841, Providencia",Providencia,69,624,25.94
"Cristian Acevedo 492, Estación Central",Estación Central,51,265,13.03
"Calle Jimena Díaz 10, Lo Barnechea",Lo Barnechea,20,312,12.6
"Santa Rosa 908, Estación Central",Estación Central,36,346,7.13
"Alberto Hurtado 7211, Estación Central",Estación Central,72,52,15.11
"Manuel Montt 19, Macul",Macul,32,3412,5.0
"Av. Los Pinos 8, Estación Central",Estación Central,40,25,12.7
"Lautaro 9, San Miguel",San Miguel,29,868,8.69
"Ricardo Lizama 31, Providencia",Providencia,91,371,31.4
"Paz Rebolledo 4603, San Miguel",San Miguel,87,830,19.81
"Salvador Allende Gossens 82, San Miguel",San Miguel,31,352,11.26
"Gabriela Mistral 1477, Las Condes",Las Condes,47,896,18.47
"Rosa Alegría 9523, Santiago",Santiago,34,1045,9.38
"Calle Gabriela Mistral 2, Estación Central",Estación Central,57,938,7.36
"Flor Hernández 981, Lo Barnechea",Lo Barnechea,54,96,22.23
"Debora Cárcamo 791, La Florida",La Florida,61,855,12.69
"Avda. Alberto Hurtado 9558, Maipú",Maipú,51,262,10.24
"Avda. José Miguel Carrera 272, Maipú",Maipú,144,23,29.05
"Pedro Aguirre Cerda 45, Estación Central",Estación Central,29,428,6.45
"Las Azucenas 49, San Miguel",San Miguel,22,454,8.93
"Calle Los Carrera 397, Estación Central",Estación Central,38,503,9.4
"Pedro Barriga 3018, La Florida",La Florida,23,976,8.55
"Avda. Mario González 9394, Lo Barnechea",Lo Barnechea,24,295,15.99
"Avenida Angelo Araya 520, San Miguel",San Miguel,29,302,11.91
"Calle Michimalonco 228, Macul",Macul,30,49,6.8
"Calle Cochrane 330, Providencia",Providencia,30,928,15.49
"Calle Las Rosas 5, Santiago",Santiago,54,671,17.3
"Calle Luis Pavez 421, Santiago",Santiago,36,343,10.03
"Caupolicán 7281, Lo Barnechea",Lo Barnechea,41,977,17.51
"Los Alerces 163, San Miguel",San Miguel,63,616,12.67
"Calle Lautaro 6777, La Florida",La Florida,32,506,5.0
"Pedro Montt 232, San Miguel",San Miguel,40,572,9.25
"Avenida Los Copihues 7174, Vitacura",Vitacura,51,809,20.76
"María Ceballos 283, Vitacura",Vitacura,20,863,11.21
"Calle Los Alerces 24, Ñuñoa",Ñuñoa,20,272,8.29
"Andrea Martínez 731, Maipú",Maipú,51,121,11.14
"Los Cactus 956, Providencia",Providencia,54,136,21.81
"Los Copihues 167, Santiago",Santiago,102,815,19.92
"Eliodoro Yáñez 91, Providencia",Providencia,47,1650,17.91
"Lord Cochrane 5944, Ñuñoa",Ñuñoa,62,421,21.84
"Calle Gabriela Mistral 5, La Florida",La Florida,41,148,17.93
"Alexandra Barrientos 550, Macul",Macul,50,1130,14.65
"Marta Aguilera 7262, Las Condes",Las Condes,87,1429,30.76
"Calle Caupolicán 9625, San Miguel",San Miguel,20,1700,5.0
"Manuel Rodríguez 9880, Vitacura",Vitacura,52,746,23.28
"Las Hortensias 2, San Miguel",San Miguel,105,1577,21.61
"Gilda Sepúlveda 7419, Santiago",Santiago,50,12,14.78
"Calle Las Azucenas 8324, Las Condes",Las Condes,86,90,35.34
"Av. Álvaro Riquelme 1343, Providencia",Providencia,34,77,13.22
"Calle Roxana Bravo 176, Ñuñoa",Ñuñoa,44,997,13.95
"Los Copihues 5769, Maipú",Maipú,45,57,14.08
"Los Pinos 56, Estación Central",Estación Central,20,548,5.74
"Los Copihues 636, Vitacura",Vitacura,28,511,14.91
"Bárbara Lizama 798, La Florida",La Florida,28,297,8.82
"Calle Francisco Bilbao 1545, Ñuñoa",Ñuñoa,62,1634,16.2
"Leonardo González 2948, Ñuñoa",Ñuñoa,63,149,24.68
"Esmeralda 625, La Florida",La Florida,50,347,9.7
"Mónica Tapia 113, Maipú",Maipú,62,1190,12.25
"Las Mosquetas 3, Estación Central",Estación Central,41,24,13.3
"Calle Yolanda Alvear 1614, San Miguel",San Miguel,72,894,13.52
"Avenida Las Lilas 5261, Ñuñoa",Ñuñoa,44,1355,14.36
"Los Alerces 7079, La Florida",La Florida,45,2153,6.81
"Avenida Jessica Rodríguez 10, Providencia",Providencia,40,1671,18.06
"Nelson Canales 385, San Miguel",San Miguel,58,307,12.23
"Pasaje Juan Barraza 684, Ñuñoa",Ñuñoa,37,706,11.73
"Calle Alfonso Correa 72, Santiago",Santiago,66,64,15.34
"Rodolfo Castro 17, Providencia",Providencia,28,238,10.51
"Calle Ramón Picarte 90, Lo Barnechea",Lo Barnechea,28,79,20.28
"José Victorino Lastarria 3777, Maipú",Maipú,58,302,14.22
"Laura Zapata 137, Las Condes",Las Condes,43,1664,17.14
"Calle Aníbal Pinto Garmendia 35, San Miguel",San Miguel,37,341,9.72
"Las Azucenas 1558, Providencia",Providencia,63,660,24.5
"Calle Esmeralda 32, Vitacura",Vitacura,35,454,15.78
